               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 126,              1.0658,             0.54863,              1.1117,              0.8599,             0.79438,              0.8276,             0.55984,                   0,                   0,                   0,             0.00175,             0.00175,             0.00175
                 127,              1.0822,             0.54298,              1.1097,             0.84311,             0.79757,             0.82608,             0.56095,                   0,                   0,                   0,            0.001684,            0.001684,            0.001684
                 128,              1.1032,             0.55917,              1.1137,             0.85461,             0.77859,             0.82295,             0.56027,                   0,                   0,                   0,            0.001618,            0.001618,            0.001618
                 129,              1.0812,             0.53767,              1.1091,             0.83809,             0.79127,             0.82344,             0.56191,                   0,                   0,                   0,            0.001552,            0.001552,            0.001552
                 130,               1.083,             0.54144,              1.0971,             0.85826,             0.79329,             0.82537,             0.56145,                   0,                   0,                   0,            0.001486,            0.001486,            0.001486
                 131,              1.0847,             0.54109,               1.111,              0.8562,              0.7995,             0.82703,             0.56516,                   0,                   0,                   0,             0.00142,             0.00142,             0.00142
                 132,              1.0808,             0.54391,              1.1053,             0.87679,             0.78243,             0.82716,             0.56235,                   0,                   0,                   0,            0.001354,            0.001354,            0.001354
                 133,               1.063,             0.52913,              1.0952,             0.87466,             0.77564,             0.82674,             0.56401,                   0,                   0,                   0,            0.001288,            0.001288,            0.001288
                 134,               1.056,              0.5381,              1.0951,             0.85513,             0.80414,             0.83124,             0.56371,                   0,                   0,                   0,            0.001222,            0.001222,            0.001222
                 135,              1.0684,             0.53471,              1.1024,             0.84843,             0.80616,             0.83116,             0.56961,                   0,                   0,                   0,            0.001156,            0.001156,            0.001156
                 136,              1.0289,              0.5168,              1.0967,             0.84828,             0.80254,             0.83014,             0.56984,                   0,                   0,                   0,             0.00109,             0.00109,             0.00109
